caption,commentsCount,dimensionsHeight,dimensionsWidth,displayUrl,id,inputUrl,likesCount,ownerId,ownerUsername,shortCode,timestamp,type,url,location,jam_operasional,hashtags,transcript
"Pemandangannya Indah Sekali ‼️
Lewat sini itu memangkas waktu sekitar 30 menit untuk ke muara sanga sanga, dan sumpah kagum banget sama view sunset nya, bener2 the real senja sampe langitnya merah ke oren2an kaya gini ✨
Btw kapalnya cuma sampe jam 7 jadi kalau berangkat senja pulang nya lewat darat lagi 😂

Kapal Penyebrangan Anggana 
📍 Anggana 
🕐 06.00 - 19.00 
💰 motor 15.000
Mobil 50.000

#destinasisamarinda #kapalsamarinda #kapal #sungaimahakam #sungaimahakamsamarinda #sunsetsamarinda #samarindainfo #samarindapride #smrfoodies #jalanjalanmakanenaksamarinda #travelsamarinda",1,1920,1080,https://scontent-atl3-2.cdninstagram.com/v/t51.29350-15/441763935_331796023340200_4942701862964471225_n.jpg?stp=dst-jpg_e15_fr_p1080x1080_tt6&_nc_ht=scontent-atl3-2.cdninstagram.com&_nc_cat=104&_nc_oc=Q6cZ2QFjmSfYzepb1vqYTLMbbaeJNsTT6QO0_cU6GWU41AvL0SA7S7-8L1R3SpE9XplBufvbmVmm4N1Gh_Y4Rg8KJud6&_nc_ohc=AouOBvqiErAQ7kNvwHR35iK&_nc_gid=wCjQ0ePQAOGVkCIQpDYKRA&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfJm0Yi2moNRwnYgJVeEDqdF_-6-iOtxjiIZA9kGMRb1Ag&oe=6830BDB0&_nc_sid=10d13b,3363147875558017363,https://www.instagram.com/jalanjalan.makanenak/,142,2332659232,jalanjalan.makanenak,C6sTSyRvslT,2024-05-08T03:25:15.000Z,Video,https://www.instagram.com/p/C6sTSyRvslT/,Anggana,06.00 - 19.00,"#destinasisamarinda, #kapalsamarinda, #kapal, #sungaimahakam, #sungaimahakamsamarinda, #sunsetsamarinda, #samarindainfo, #samarindapride, #smrfoodies, #jalanjalanmakanenaksamarinda, #travelsamarinda"," kalau pengen memangkas waktu perjalanan, sesekali cobain deh lewat sini asli, aku kaget banget view sunset disini tuh super keren dan indah sekali sebelumnya, kembali lagi ke Jalan Jalan, makan enak ya jadi buat kalian yang pengen kesambut aja, muara sanga-sanga dan jalur terdekatnya mungkin bisa coba opsi satu ini untuk kesini itu bisa lewat anggana, ada banyak banget penyebarangan kapal disini, mulai dari 15 ribuan untuk motor dan 50 ribuan untuk mobil aku saranin kalau kesini ambil waktu senjata, kalau lagi oke bisa dapet pemandangan yang super indah bikin betap berlama-lama di kapal satu ini, sepajang perjalanan aku bener-bener kagum banget, berasa seperti di laut lepas dengan nangit yang super keren sesekali kalian harus cobain deh, ini cocok banget buat healing tipis-tipis btw penyebarangan ini turun pas di muara sanga-sanga, begitu sampai bisa mampir ke mesjid satu ini atau ke monument merah putih satu ini langsung aja disikat, selamat mencoba dan sampai ketemu di video selanjutnya"
"Bakso Iganya Besar Banget ‼️
Warung yang udah jualan sejak 2011 ini ngeluarin menu baru yaitu bakso iga spesial, iganya lembut banget, ukurannya juga jumbo dan banyak, dengan kuah yang mantep pantas sih bakso ini terus eksis sampai saat ini ✨

@baksojawaa_ 
📍 Jl. Pahlawan samping indomaret 
📍 Jl. Hidayatullah sebelah kiri dekat simpangan scp 
📍 Jl. Jakarta loabakung samping kopiria 
🕐 10.00 - 22.00 
💰 tertera di video 

#makanansmr #makanansamarinda #baksosamarinda #foodsamarinda #smrfoodies #kulinersamarinda #jalanjalanmakanenaksamarinda",112,1920,1080,https://scontent-den2-1.cdninstagram.com/v/t51.29350-15/441499366_7557854307634227_4857624638083134379_n.jpg?stp=dst-jpg_e15_fr_p1080x1080_tt6&_nc_ht=scontent-den2-1.cdninstagram.com&_nc_cat=103&_nc_oc=Q6cZ2QFjJ4EqfN_0EGrz_ttoOL8IAwzv84-rTF8YHeJS48Dq0k72rUzxFASfE3iaclw8MA9mp00x2smfF-cJWTEQnTt_&_nc_ohc=DClu297C5xwQ7kNvwGGTeLM&_nc_gid=9nwjKOFUnzTVkIiSWeMz3A&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfKcDYaDAYtUuYPSn1ebOeWKJxrPSan23YRjTw8UewhAEg&oe=6830D530&_nc_sid=10d13b,3367624597783264565,https://www.instagram.com/jalanjalan.makanenak/,3023,2332659232,jalanjalan.makanenak,C68NLqvvT01,2024-05-14T07:40:28.000Z,Video,https://www.instagram.com/p/C68NLqvvT01/,Jl. Pahlawan samping indomaret,10.00 - 22.00,"#makanansmr, #makanansamarinda, #baksosamarinda, #foodsamarinda, #smrfoodies, #kulinersamarinda, #jalanjalanmakanenaksamarinda"," Udah jualan selama 14 tahun, Baksau 1 ini airnya ngeluarin menu baru, yaitu Baksau Iga yang super besar. Sebelumnya, kembali lagi ke Jalan Jalan, Makan Enan. Ya, kali ini aku mampir ke Baksau Jawa, lokesinya ada di Jalan Pahlawan pas di sampingnya Indomarat atau di sebrang Makam Pahlawan. Mereka punya 2 cabang lain, yaitu di Jalan Hidayatumok, di dekat simpangan SCP, dan di Jalan Jakarta Lobakung, pas di sampingnya Kopiria. Baksau 1 ini terkenal dengan Baksonya yang benar-benar full daging, tapi kali ini aku nyobain menu baru nya, yaitu Baksau Iga Special, yang cuma tersedia di cabang Pahlawan 1 ini. Tersedia 2 versi yaitu Baksau Iga dengan pentol kecil, dan juga Baksau Iga dengan pentol besar. Masing-masing porsinya udah dapet 3 Iga, ukurannya jupo dan dagingnya tebel-tebel. Makan ini benar-benar puas dengan kuah yang guri mantap, terus juga ada 2 Crepeak, Sartang Mi Puti, Mi Kuling dan Sayur, yang bikin bahkan Baksau jadi semakin lengkap. Tapi tenang, porsi komprit biasa juga masih tersedia, jadi bisa kalian langsung aja cobain di warung 1 ini. Ini risarganya, silahkan di screenshot, langsung aja di sikat, selamat mencoba, dan sampai ketemu di video selanjutnya."
"Seblaknya Banyak Banget‼️
Toko cemilan satu ini tu berlokasi pas banget ditengah kota samarinda, ada banyak banget cemilan enak, tapi kali ini mimin mau ngeshare berbagai varian seblaknya dengan total 20+ tipe seblak dari berbagai merek ✨

@camilan_aqilla 
📍 Jl. Ks tubun dalam sebrang gang jabal nur 
🕐 09.00 - 22.00 
💰 tertera di video 

#cemilansamarinda #seblaksamarinda #basoacisamarinda #makanansmr #makanansamarinda #kulinersamarinda #smrfoodies #foodsamarinda #jalanjalanmakanenaksamarinda",7,1920,1080,https://instagram.ftow4-1.fna.fbcdn.net/v/t51.29350-15/444124006_7764634360265592_168929600417197336_n.jpg?stp=dst-jpg_e15_fr_p1080x1080_tt6&_nc_ht=instagram.ftow4-1.fna.fbcdn.net&_nc_cat=100&_nc_oc=Q6cZ2QEjTaKkO9z54Gq2NVW1SSvj9khN6kOKeUq2Z_9sgUOMUfZltoS6C7EcEoFE0HmTfi0&_nc_ohc=zPm2x62Q0uoQ7kNvwHmokQV&_nc_gid=xFkeQXXlKxJtgGHZ_5uWEA&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfI9YZ62Zp4nIb71fGj_Ipgwdjap0OODSDpn037KUwi_uw&oe=6830C3F2&_nc_sid=10d13b,3369117156271499301,https://www.instagram.com/jalanjalan.makanenak/,1171,2332659232,jalanjalan.makanenak,C7BgjQKPKgl,2024-05-16T09:05:08.000Z,Video,https://www.instagram.com/p/C7BgjQKPKgl/,Jl. Ks tubun dalam sebrang gang jabal nur,09.00 - 22.00,"#cemilansamarinda, #seblaksamarinda, #basoacisamarinda, #makanansmr, #makanansamarinda, #kulinersamarinda, #smrfoodies, #foodsamarinda, #jalanjalanmakanenaksamarinda"," Masih ingat tokoh cemilan satu ini? Ya, tokoh cemilan super lengkap di tengah kota Samarinda ini lagi ada produk sebelak super lengkap berbagai merek dari yang lokal sampai produk artis kayak gini sebelumnya kembali lagi ke Jalan Jalan Makan Enak Ya, jadi aku balik lagi ke Tokoh cemilan Akila berlokasi di Jalan KS Tubundalam pas disebrangnya Gang Jabal Nur disini menjual cemilan yang lengkap banget mulai dari perkuayaan, usus, makaroni dan masih banyak lagi tapi kali ini aku mau share produk sebelaknya yang banyak banget variannya sebelak simpel yang tinggal dimasak sebentar langsung jadi dimulai dari bakso aci 69 tersedia rasa urat sambal mercon rasa geprek original, mix sambal geprek dan juga tulang rahu dilacun dengan bakso aci teh santit ada rasanya mekrempah, original bakso kampung dan yamin pedas lalu bakso aci baper dengan 4 parian rasa yaitu tulang rangu original sebelak dan sambal mercon dan terakhir yaitu bakso aci dari bocirat ini ada 10 parian rasa beberapa pariannya ada ayam keju, tulang rangu, bacirat lava tetelan bacirat guledek maknyos, bacirat ayam tetelan bacirat petir, bacirat kliwildan, masih banyak lagi varian lainnya di tempat satu ini, ini lesarganya, silahkan di screenshot langsung aja di sikat, selamat mencoba dan sampai ketemu di video selanjutnya"
"Pentol telur disini tu gede gede dan enak banget bumbu kacang nya, biasanya kalau jualan dipasar malam cepet banget ludesnya ✨

Pentol Telur Kai Husein 
📍 Jl. Abdul Muthalib samping masjid al misbah 
🕐 18.00 - 22.00 

#jajanansamarinda #makanansmr #makanansamarinda #kulinersamarinda #smrfoodies #jalanjalanmakanenaksamarinda",2,1920,1080,https://instagram.fssa25-1.fna.fbcdn.net/v/t51.29350-15/441552142_1088616755540167_8872920864147423403_n.jpg?stp=dst-jpg_e15_fr_p1080x1080_tt6&_nc_ht=instagram.fssa25-1.fna.fbcdn.net&_nc_cat=107&_nc_oc=Q6cZ2QFbyk1V7Jo17JISpfX1VZ1FN1flfFHdYYNbVSK9J5Vt0Oca-8aJS4-8Zb4LMAHXQWQ&_nc_ohc=YgKOquXI6F8Q7kNvwECnNBW&_nc_gid=6nnx7chqNDgmrf4ORiVnXQ&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfLHEaLOmPI9zPv4Xlp7iiH0QVxOtGsUDU2KWfiV7nteAA&oe=6830E4FB&_nc_sid=10d13b,3361918492742558454,https://www.instagram.com/jalanjalan.makanenak/,687,2332659232,jalanjalan.makanenak,C6n7w6TvKL2,2024-05-06T10:42:26.000Z,Video,https://www.instagram.com/p/C6n7w6TvKL2/,Jl. Abdul Muthalib samping masjid al misbah,18.00 - 22.00,"#jajanansamarinda, #makanansmr, #makanansamarinda, #kulinersamarinda, #smrfoodies, #jalanjalanmakanenaksamarinda"," kalau kalian cari pentol telur yang enak, di sini solusinya biasanya jualan di pasar malam ke nari dan cepet banget habisnya sebelumnya kembali lagi ke Jalan Jalan, makan enak ya kali ini aku mengambil ke pentol goreng telur Kaya Wusen biasanya jualan di pasar malam dan yang paling ramai itu katanya yang dikenari tapi kali ini aku beli dekat rumah aja yaitu di Abdul Motolip pas di samping masjid alwisbah dan masih di diretan bukan ayam boten-boten pentol telur di sini itu tebal, guri dan cukup besar dan yang paling enak nih sebenarnya yaitu sambal kacangnya ini tuh tipe sambal kacang yang cukup pedas jadi makannya itu bikin lagi apalagi pas lagi panas-panasnya selain pentol di sini juga jual minumannya yaitu esetrup alaban jar yang rasanya itu khas harganya juga murah cuma 2000an per tusuk pentolnya buka dari Maghrib sampai malam jadi langsung aja di sikat selamat mencoba dan sampai ketemu di video selanjutnya"
"Siapa yang udah nyobain resto baru di kultur+ alaya satu ini ? 
Ada banyak banget jajanan unik yang bisa kalian coba, salah satu yang paling khas adalah minumah ikatnya yang lucu, rotinya juga enak apalagi dicombine dengan milo segar mereka ✨

@ongkopitea.smr 
📍 Kultur+ Alaya 
💰terjangkau

#makanansmr #cafesamarinda #makanansamarinda #foodsamarinda #smrfoodies #kulinersamarinda #jalanjalanmakanenaksamarinda",1,1920,1080,https://instagram.fdel46-1.fna.fbcdn.net/v/t51.29350-15/441552142_951497136984436_4151850982243933007_n.jpg?stp=dst-jpg_e15_fr_p1080x1080_tt6&_nc_ht=instagram.fdel46-1.fna.fbcdn.net&_nc_cat=104&_nc_oc=Q6cZ2QF9mtBDbAeHH8ar2sQ8nn02aV-Brxt3E3QRZtGVNckbfLnP3Kh1A9AfxDc3ARFOf48&_nc_ohc=3IlHRmbaQzAQ7kNvwEOdD4A&_nc_gid=COul6TWFbdM0UJ2mLFdIew&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfIBEcJBRc-KRShs4qbQEjChWCdmzz4ux7tY8CZ91c5vgg&oe=6830BEC7&_nc_sid=10d13b,3366054905608346895,https://www.instagram.com/jalanjalan.makanenak/,134,2332659232,jalanjalan.makanenak,C62oRo_Px0P,2024-05-12T03:39:33.000Z,Video,https://www.instagram.com/p/C62oRo_Px0P/,Kultur+ Alaya,,"#makanansmr, #cafesamarinda, #makanansamarinda, #foodsamarinda, #smrfoodies, #kulinersamarinda, #jalanjalanmakanenaksamarinda", I'm in love with the baker I wanna take her hand and hold it close to my heart I wanna savor this sweet flavor Can't you see that we were just meant to be? I wonder why this feels so right When she holds me I fit in just fine Let just my bo-
"Selalu senang kalau balik ke @panconglumerreneo86 ‼️
Pancong ini tu yang bikin nagih justru tekstur lumernya yang dimasak setengah mateng, ditambah varian toping nya bikin rasanya jadi ngeblend banget ✨ 

@panconglumerreneo86 
📍 Pasar Kemuning
📍 Jl. Kemangi 
📍Jl. Harun Nafsi Samarinda Sebrang 
📍 Jl. M. Said deretan sebrang gang 3 

#pancongsamarinda #makanansmr #jajanansamarinda #smrfoodies #kulinersamarinda #makanansamarinda #jalanjalanmakanenaksamarinda #foodsamarinda",0,1920,1080,https://instagram.fnjf4-3.fna.fbcdn.net/v/t51.29350-15/448986446_1167728881214824_1545520756191236907_n.jpg?stp=dst-jpg_e15_fr_p1080x1080_tt6&_nc_ht=instagram.fnjf4-3.fna.fbcdn.net&_nc_cat=104&_nc_oc=Q6cZ2QFBpHusmetv8AYf_hJlBsTTY1f_caA3bjzgRLKC7zU6EWxigt8KR-hTkJXYvZuwmr0&_nc_ohc=vvQJE1O7CY8Q7kNvwHKo16J&_nc_gid=rIAROVmD9zm7Cu2k-Vga0w&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfIjnYnJf09dRqpTo0SSESkoXAewiyhXMRmFEEFmYbny3g&oe=6830D60C&_nc_sid=10d13b,3398806917877652400,https://www.instagram.com/jalanjalan.makanenak/,283,2332659232,jalanjalan.makanenak,C8q_OJYPNuw,2024-06-26T08:12:50.000Z,Video,https://www.instagram.com/p/C8q_OJYPNuw/,Pasar Kemuning,,"#pancongsamarinda, #makanansmr, #jajanansamarinda, #smrfoodies, #kulinersamarinda, #makanansamarinda, #jalanjalanmakanenaksamarinda, #foodsamarinda"," Mampir lagi ke Pancong Lumair Viral di Samarinda, kali ini mereka buka cabang baru yang selalu rame di setiap outletnya. Sebelumnya kembali lagi ke Jalan-Jalan, makan enak. Ya kali ini aku mampir ke Pancong Lumair Renew, jajaran satu ini terus berkembang dan melembarkan sayapnya ke beberapa cabang, kali ini aku mampir ke cabang keempatnya, lokasinya ada di Jalan M Said, diretan seberang gang 3 atau di dekatnya Wadering Ice Cream. Seperti biasa, cirias dari Pancong satu ini ya itu punya tekstur yang lumair dan lembut, dengan berbagai topping yang menggiurkan, kali ini kami nyobain 4 rasanya, dimulai dari varian Red Velvet yang ditambah topping cokocip, serta tidak miso almond yang punya tekstur kranci, ini salah satu favorit karena punya rasa manis yang pas banget. Dilanjut dengan milo susu dan coklat, bikin makan ini jadi makin lengkap, bedui buat kalian yang nggak terlalu suka setengah mateng, bisa juga lo request yang versi matengnya, tapi jujur aku lebih suka yang versi setengah mateng, karena tekstur lumairnya yang bikin lagi. Ini lisar Gadget, silahkan di screenshot, jangan lupa di sikat selamat mencoba dan sampai ketemu di video selanjutnya."
"Udang Galahnya Gede ‼️
Resto unik berbentuk kapal satu ini punya beragam menu yang menarik salah satunya menu seafood cumi dan udang yang kami coba, ada juga nasi goreng iga dan nila ukuran jumbo ✨

@kedaisampan.official 
📍 Jl. Aw syahrani 
💰 tertera di video 

#kedaisampantradisional #makanansmr #makanansamarinda #kulinersamarinda #smrfoodies #foodsamarinda #jalanjalanmakanenaksamarinda",38,1920,1080,https://instagram.fcmn2-2.fna.fbcdn.net/v/t51.29350-15/440982946_775585718007142_3635825125109937611_n.jpg?stp=dst-jpg_e15_fr_p1080x1080_tt6&_nc_ht=instagram.fcmn2-2.fna.fbcdn.net&_nc_cat=110&_nc_oc=Q6cZ2QGWzqB80ublXXtGY7EL7PW0ouR-1bbWj7xj9w9bcHOYCqY_i42JexX2Wod-IaJKPIs&_nc_ohc=YaGCcoe4D4QQ7kNvwFDZzM_&_nc_gid=7AaHBUawOC19gz4l_EhJLw&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfIb7C-Dk7kVgKa8k-P1c--6S5tFykMuYkJZeg5VI3k3-w&oe=6830E37D&_nc_sid=10d13b,3366985596676264130,https://www.instagram.com/jalanjalan.makanenak/,237,2332659232,jalanjalan.makanenak,C6574-lvtDC,2024-05-13T10:29:44.000Z,Video,https://www.instagram.com/p/C6574-lvtDC/,Jl. Aw syahrani,,"#kedaisampantradisional, #makanansmr, #makanansamarinda, #kulinersamarinda, #smrfoodies, #foodsamarinda, #jalanjalanmakanenaksamarinda"," salah satu resto yang bertahan sudah cukup lama dengan menu-menunya yang sangat periatif juga tempat unik yang nyaman buat ngumpul bareng teman-teman sebelumnya kembali lagi ke Jalan-Jalan makan enak ya aku balik lagi ke kedai sampan tradisional cafe unik berbentuk kapal dengan ruangan semi-autor dan indoor ini masih terus eksis sampai saat ini kali ini kami nyobain menu yang berbeda dimulai dari menu favoritnya itu udah nggak lah goreng dan bakar yang besar banget bumbu bakarnya aku suka dan daging udangnya yang tebal gurih terus ada juga nasi goreng iga dan cumi goreng tepung yang crispy, lembut dan segar apalagi dimakan bareng tahuk, cabai garam dan uncis ikan asin bikin kombinasi makanan ini jadi semakin nikmat lalu ikan nila yang ukurannya cukup jumbo ini kami pesan juga nasi bakul kecil yang pursinya cukup 3-4 ora ditutup dengan nenpeng pisang original yang rasanya pas nggak manis, nggak hambar, dan nggak bikin enak setelah makan jangan lupa minumannya kami pesan soda gembira, estaro dan avocadomilo dengan buah asli yang nggak boleh kalian lewatkan dengan nisarganya yang bisa di SS1 per 1 langsung aja disikan, selamat mencoba dan sampai ketemu di video selanjutnya"
"Ngopi Pagi di @wangsakaya ada banyak banget varian menu sarapan nya mulai dari makanan ringan sampai makanan berat yang bisa kalian coba ✨

@wangsakaya 
📍 Jl. Pangeran diponegoro satu tempat dengan ikan bakar cianjur 
🕐 10.0 - 21.00 
💰 tertera di video 

#cafesamarinda #kopisamarinda #makanansmr #makanansamarinda #kulinersamarinda #smrfoodies #jalanjalanmakanenaksamarinda",0,1920,1080,https://scontent-man2-1.cdninstagram.com/v/t51.29350-15/446099283_1117079136240761_6869568147685994486_n.jpg?stp=dst-jpg_e15_fr_p1080x1080_tt6&_nc_ht=scontent-man2-1.cdninstagram.com&_nc_cat=105&_nc_oc=Q6cZ2QFaG5dAK1FV82lNfE1VDvawrhP8UwiisIiM-ECZf3WifjYyB0CWoIYt2cHdW8N4rJg&_nc_ohc=5_kAXJSgNisQ7kNvwH3bmqI&_nc_gid=jTnwdcxtoGJAf9ndhbQgZA&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfKlg31y6XZepK0ztLYxTefBsnPW0xSMznsaKdfG0Q53IA&oe=6830D48A&_nc_sid=10d13b,3376314086789695359,https://www.instagram.com/jalanjalan.makanenak/,90,2332659232,jalanjalan.makanenak,C7bE8YBP0d_,2024-05-26T07:22:26.000Z,Video,https://www.instagram.com/p/C7bE8YBP0d_/,Jl. Pangeran diponegoro satu tempat dengan ikan bakar cianjur,10.0 - 21.00,"#cafesamarinda, #kopisamarinda, #makanansmr, #makanansamarinda, #kulinersamarinda, #smrfoodies, #jalanjalanmakanenaksamarinda", I'm in love with the baker I wanna take her hand and hold it close to my heart I wanna savor this sweet flavour Can't you see that we were just meant to be? I wonder why this feels so right When she holds me I fit in just fine Let just my bow
"Panas panas gini emang paling enak makan gelato dari @hola.icedream ✨
Ada 12 varian rasa dengan scoop yang gede banget harganya murah terus viewnya juga keren, bisa makan dipinggir sungai sambil ngeliatin sungai mahakam 😍 

@hola.icedream 
📍 Ruko Uso Square Jl. Untung suropati pas dibelakangnya mcd 
🕐 16.30 - 23.00 
💰 tertera di video 

#eskrimsamarinda #makanansmr #makanansamarinda #kulinersamarinda #jajanansamarinda #smrfoodies #gelatosamarinda #jalanjalanmakanenaksamarinda",15,1920,1080,https://scontent-dfw5-2.cdninstagram.com/v/t51.29350-15/441108779_807955934547086_5038602189939301088_n.jpg?stp=dst-jpg_e15_fr_p1080x1080_tt6&_nc_ht=scontent-dfw5-2.cdninstagram.com&_nc_cat=102&_nc_oc=Q6cZ2QH5EpY-aw4DA89DqYPPIvq8DvzOybn6IATpfKgD2UjQUjjqt1dlo1neEXSgoB6LZpyz6v09j1s2C8fZiqsIGWOS&_nc_ohc=9UnsQGF0-ZgQ7kNvwF9ybnj&_nc_gid=vk5xJRR-th_t6oZ424-P-Q&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfLv7M2RCH_Q5i6aRcpNqgGCdEesItBcTLLPs6Hk2nPM-A&oe=6830E94A&_nc_sid=10d13b,3357381255367549144,https://www.instagram.com/jalanjalan.makanenak/,1433,2332659232,jalanjalan.makanenak,C6X0HatvODY,2024-04-30T04:27:24.000Z,Video,https://www.instagram.com/p/C6X0HatvODY/,Ruko Uso Square Jl. Untung suropati pas dibelakangnya mcd,16.30 - 23.00,"#eskrimsamarinda, #makanansmr, #makanansamarinda, #kulinersamarinda, #jajanansamarinda, #smrfoodies, #gelatosamarinda, #jalanjalanmakanenaksamarinda"," emes banget sekarang di usu square itu udah ada banyak banget tenan seperti yang gue datangin satu ini gelato dengan puluhan parian rasa yang cocok buat menemani soren sambil memandang sungai mahakam sebelumnya kembali lagi ke Jalan Jalan Makan Enak ya kali nya gue mampir ke hola ice dream kasinya ada di ruko usu square atau di jalan untung suropati pas di belakangnya MCD otket yang lucu dengan konsep indoor yang dingin serta outdoor yang menawan mereka menjual gelato berbagai rasa yang cocok buat menemani soren kamu di tempat satu ini begitu masuk kita bisa tes terasa terlebih dahulu dengan maksimal 2 tester per orangnya ini aku nyobain yang 3 scop yang pertama yang itu kombinasi strawberry, biskof, dan dark chocolate karena menggunakan pure chocolate jadi rasanya agak sedikit pahit tapi dikombinasikan dengan strawberry dan biskof bikin gelato ini rasanya jadi ngeblend banget dilanjut dengan kombinasi cheese, buah naga, dan mix berry ini bener-bener seger banget dengan tekstur yang lembut dan manisnya yang pas dan setiap scoopnya itu besar-besar banget jadi dijamin kalian bakal puas kalau makan ice cream di tempat satu ini ini lisarga nya silahkan di screenshot langsung gak jadi sikat, selamat mencoba dan sampai ketemu di video selanjutnya"
"The best and the new level of ramen in town @shemramen.id menggunakan mie tanpa pengawet dan pewarna dibuat spesial oleh @miedesabpp khusus untuk shem ramen ‼️
Mereka juga ada promo menu donburi dengan minimal beli 1 ramen, yaitu gak makan nasi gak kenyang ✨
Aku suka banget dengan tekstur mienya yang kenyal lembut dan kuah nya yang rich 😍

@shemramen.id 
📍 Bigmall Samarinda Lantai LG 
🕐 10.00 - 22.00 
💰 tertera di video 

#ramensamarinda #makanansmr #makanansamarinda #kulinersamarinda #smrfoodies #jalanjalanmakanenaksamarinda",0,1920,1080,https://instagram.flba1-1.fna.fbcdn.net/v/t51.29350-15/442419062_797960812267873_5322086737168791207_n.jpg?stp=dst-jpg_e15_fr_p1080x1080_tt6&_nc_ht=instagram.flba1-1.fna.fbcdn.net&_nc_cat=101&_nc_oc=Q6cZ2QHDj_RP70A9thH4QR54sT3QyUK7G24hPxFj9mjM9jCEESkQhlKooEa42psdzV8VIoCgR8yYj4cP-iHn2heeF49m&_nc_ohc=y3wYtLeQI40Q7kNvwHCrN6P&_nc_gid=f_PC6_KWmzfSzpC9iNRbMw&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfI9q2PgiyWXRZc3MUJPFVZ5jcQwdr0MSAAcwaGdJuia0w&oe=6830ECF3&_nc_sid=10d13b,3359572339233626400,https://www.instagram.com/jalanjalan.makanenak/,183,2332659232,jalanjalan.makanenak,C6fmT4lP5kg,2024-05-03T05:02:15.000Z,Video,https://www.instagram.com/p/C6fmT4lP5kg/,Bigmall Samarinda Lantai LG,10.00 - 22.00,"#ramensamarinda, #makanansmr, #makanansamarinda, #kulinersamarinda, #smrfoodies, #jalanjalanmakanenaksamarinda"," nih salah satu ramen yang oke banget begitu datang sampai Witing List karena antrian yang rame banget tipe ramen dengan Mi Premium tanpa MSG pengawet dan puarna dari Mi Desa sebelumnya kembali lagi ke Jalan Jalan makan enak ya, kali ini aku mampir ke Sem ramen lokasinya ada di lantai LG Big Mall sama Rindak tempatnya nyaman banget menggunakan konsep luan sah Jepang mulai dari indoor sampai ke outdoor dengan total nebel yang cukup banyak ini kami nyobain beberapa menu nya dimulai dari piri kararap yang kuahnya kental, creamy dan sedikit pedas dengan kombinasi bakso ayam yang daging banget sayur, telur dan Mi pastinya dilanjut dengan katsu kariramen kombinasi katsu yang crispy dengan kuah yang rich banget lalu ada juga Sandsignature kariramen dengan daging yang tebal dan opsiankuwa ori atau spesie yang bisa direkwet terakhir chicken teriakki abura yang membunuh teriakinya aku suka banget ini cocok banget di kombinasikan dengan Gyojapang gang Gyoje Goreng serta chicken karage yang super besar ini lisarganya, silahkan di screenshot langsung saja jadi sikat selamat mencoba dan sampai ketemu di video selanjutnya"
